Portal,Tipo_Mercado,Moneda_Original,Codigo,Nombre Oferta,Empresa,Ubicacion,Modalidad,Seniority,Nivel_Educacion,Anios_Experiencia,Salario_COP,Salario_Millones,Habilidad,URL
CompuTrabajo,Mercado Local (Colombia - COP),COP,EF90507BD6D7058B61373E686DCF3405,Cientifico de Datos experiencia en IA,ZEMSANIA COLOMBIA SAS,"4,4",Remoto,Senior (4-5 años),Universidad / Carrera Profesional,5.0,12000000.0,12.0,Python,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-cientifico-de-datos-experiencia-en-ia-bilingue-en-bogota-dc-EF90507BD6D7058B61373E686DCF3405#lc=ListOffers-Score4-0
CompuTrabajo,Mercado Local (Colombia - COP),COP,EF90507BD6D7058B61373E686DCF3405,Cientifico de Datos experiencia en IA,ZEMSANIA COLOMBIA SAS,"4,4",Remoto,Senior (4-5 años),Universidad / Carrera Profesional,5.0,12000000.0,12.0,SQL,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-cientifico-de-datos-experiencia-en-ia-bilingue-en-bogota-dc-EF90507BD6D7058B61373E686DCF3405#lc=ListOffers-Score4-0
CompuTrabajo,Mercado Local (Colombia - COP),COP,EF90507BD6D7058B61373E686DCF3405,Cientifico de Datos experiencia en IA,ZEMSANIA COLOMBIA SAS,"4,4",Remoto,Senior (4-5 años),Universidad / Carrera Profesional,5.0,12000000.0,12.0,Spark / PySpark,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-cientifico-de-datos-experiencia-en-ia-bilingue-en-bogota-dc-EF90507BD6D7058B61373E686DCF3405#lc=ListOffers-Score4-0
CompuTrabajo,Mercado Local (Colombia - COP),COP,EF90507BD6D7058B61373E686DCF3405,Cientifico de Datos experiencia en IA,ZEMSANIA COLOMBIA SAS,"4,4",Remoto,Senior (4-5 años),Universidad / Carrera Profesional,5.0,12000000.0,12.0,Databricks,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-cientifico-de-datos-experiencia-en-ia-bilingue-en-bogota-dc-EF90507BD6D7058B61373E686DCF3405#lc=ListOffers-Score4-0
CompuTrabajo,Mercado Local (Colombia - COP),COP,EF90507BD6D7058B61373E686DCF3405,Cientifico de Datos experiencia en IA,ZEMSANIA COLOMBIA SAS,"4,4",Remoto,Senior (4-5 años),Universidad / Carrera Profesional,5.0,12000000.0,12.0,Azure,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-cientifico-de-datos-experiencia-en-ia-bilingue-en-bogota-dc-EF90507BD6D7058B61373E686DCF3405#lc=ListOffers-Score4-0
CompuTrabajo,Mercado Local (Colombia - COP),COP,EF90507BD6D7058B61373E686DCF3405,Cientifico de Datos experiencia en IA,ZEMSANIA COLOMBIA SAS,"4,4",Remoto,Senior (4-5 años),Universidad / Carrera Profesional,5.0,12000000.0,12.0,Google Cloud (GCP),https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-cientifico-de-datos-experiencia-en-ia-bilingue-en-bogota-dc-EF90507BD6D7058B61373E686DCF3405#lc=ListOffers-Score4-0
CompuTrabajo,Mercado Local (Colombia - COP),COP,EF90507BD6D7058B61373E686DCF3405,Cientifico de Datos experiencia en IA,ZEMSANIA COLOMBIA SAS,"4,4",Remoto,Senior (4-5 años),Universidad / Carrera Profesional,5.0,12000000.0,12.0,Machine Learning General,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-cientifico-de-datos-experiencia-en-ia-bilingue-en-bogota-dc-EF90507BD6D7058B61373E686DCF3405#lc=ListOffers-Score4-0
CompuTrabajo,Mercado Local (Colombia - COP),COP,EF90507BD6D7058B61373E686DCF3405,Cientifico de Datos experiencia en IA,ZEMSANIA COLOMBIA SAS,"4,4",Remoto,Senior (4-5 años),Universidad / Carrera Profesional,5.0,12000000.0,12.0,Bases de Datos NoSQL,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-cientifico-de-datos-experiencia-en-ia-bilingue-en-bogota-dc-EF90507BD6D7058B61373E686DCF3405#lc=ListOffers-Score4-0
CompuTrabajo,Mercado Internacional (Remoto - USD),CAD,A332D4F7487E8D7961373E686DCF3405,Científico de datos,MINEROS S.A,"Medellín, Antioquia",No especificada,Semi-Senior (2-3 años),Postgrado / Especialización,3.0,,,Python,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-cientifico-de-datos-en-medellin-A332D4F7487E8D7961373E686DCF3405#lc=ListOffers-Score4-1
CompuTrabajo,Mercado Internacional (Remoto - USD),CAD,A332D4F7487E8D7961373E686DCF3405,Científico de datos,MINEROS S.A,"Medellín, Antioquia",No especificada,Semi-Senior (2-3 años),Postgrado / Especialización,3.0,,,SQL,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-cientifico-de-datos-en-medellin-A332D4F7487E8D7961373E686DCF3405#lc=ListOffers-Score4-1
CompuTrabajo,Mercado Internacional (Remoto - USD),CAD,A332D4F7487E8D7961373E686DCF3405,Científico de datos,MINEROS S.A,"Medellín, Antioquia",No especificada,Semi-Senior (2-3 años),Postgrado / Especialización,3.0,,,Power BI,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-cientifico-de-datos-en-medellin-A332D4F7487E8D7961373E686DCF3405#lc=ListOffers-Score4-1
CompuTrabajo,Mercado Internacional (Remoto - USD),CAD,A332D4F7487E8D7961373E686DCF3405,Científico de datos,MINEROS S.A,"Medellín, Antioquia",No especificada,Semi-Senior (2-3 años),Postgrado / Especialización,3.0,,,Tableau,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-cientifico-de-datos-en-medellin-A332D4F7487E8D7961373E686DCF3405#lc=ListOffers-Score4-1
CompuTrabajo,Mercado Internacional (Remoto - USD),CAD,A332D4F7487E8D7961373E686DCF3405,Científico de datos,MINEROS S.A,"Medellín, Antioquia",No especificada,Semi-Senior (2-3 años),Postgrado / Especialización,3.0,,,Databricks,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-cientifico-de-datos-en-medellin-A332D4F7487E8D7961373E686DCF3405#lc=ListOffers-Score4-1
CompuTrabajo,Mercado Internacional (Remoto - USD),CAD,A332D4F7487E8D7961373E686DCF3405,Científico de datos,MINEROS S.A,"Medellín, Antioquia",No especificada,Semi-Senior (2-3 años),Postgrado / Especialización,3.0,,,AWS,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-cientifico-de-datos-en-medellin-A332D4F7487E8D7961373E686DCF3405#lc=ListOffers-Score4-1
CompuTrabajo,Mercado Internacional (Remoto - USD),CAD,A332D4F7487E8D7961373E686DCF3405,Científico de datos,MINEROS S.A,"Medellín, Antioquia",No especificada,Semi-Senior (2-3 años),Postgrado / Especialización,3.0,,,Azure,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-cientifico-de-datos-en-medellin-A332D4F7487E8D7961373E686DCF3405#lc=ListOffers-Score4-1
CompuTrabajo,Mercado Internacional (Remoto - USD),CAD,A332D4F7487E8D7961373E686DCF3405,Científico de datos,MINEROS S.A,"Medellín, Antioquia",No especificada,Semi-Senior (2-3 años),Postgrado / Especialización,3.0,,,Google Cloud (GCP),https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-cientifico-de-datos-en-medellin-A332D4F7487E8D7961373E686DCF3405#lc=ListOffers-Score4-1
CompuTrabajo,Mercado Internacional (Remoto - USD),CAD,A332D4F7487E8D7961373E686DCF3405,Científico de datos,MINEROS S.A,"Medellín, Antioquia",No especificada,Semi-Senior (2-3 años),Postgrado / Especialización,3.0,,,Machine Learning General,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-cientifico-de-datos-en-medellin-A332D4F7487E8D7961373E686DCF3405#lc=ListOffers-Score4-1
CompuTrabajo,Mercado Internacional (Remoto - USD),CAD,A332D4F7487E8D7961373E686DCF3405,Científico de datos,MINEROS S.A,"Medellín, Antioquia",No especificada,Semi-Senior (2-3 años),Postgrado / Especialización,3.0,,,NLP / LLMs,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-cientifico-de-datos-en-medellin-A332D4F7487E8D7961373E686DCF3405#lc=ListOffers-Score4-1
CompuTrabajo,Mercado Internacional (Remoto - USD),CAD,A332D4F7487E8D7961373E686DCF3405,Científico de datos,MINEROS S.A,"Medellín, Antioquia",No especificada,Semi-Senior (2-3 años),Postgrado / Especialización,3.0,,,Scikit-Learn,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-cientifico-de-datos-en-medellin-A332D4F7487E8D7961373E686DCF3405#lc=ListOffers-Score4-1
CompuTrabajo,Mercado Internacional (Remoto - USD),CAD,A332D4F7487E8D7961373E686DCF3405,Científico de datos,MINEROS S.A,"Medellín, Antioquia",No especificada,Semi-Senior (2-3 años),Postgrado / Especialización,3.0,,,Estadística / Modelamiento,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-cientifico-de-datos-en-medellin-A332D4F7487E8D7961373E686DCF3405#lc=ListOffers-Score4-1
CompuTrabajo,Mercado Internacional (Remoto - USD),CAD,A332D4F7487E8D7961373E686DCF3405,Científico de datos,MINEROS S.A,"Medellín, Antioquia",No especificada,Semi-Senior (2-3 años),Postgrado / Especialización,3.0,,,MLOps,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-cientifico-de-datos-en-medellin-A332D4F7487E8D7961373E686DCF3405#lc=ListOffers-Score4-1
CompuTrabajo,Mercado Local (Colombia - COP),COP,CB72055DC19256A061373E686DCF3405,Científico de datos / Data Scientist // Inglés B2+ o C1,BRM S.A.S,"4,3",Remoto,Semi-Senior (2-3 años),Universidad / Carrera Profesional,2.0,6500000.0,6.5,Python,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-cientifico-de-datos-data-scientist-ingles-b2-o-c1-dominio-de-sql-r-y-python-en-bogota-dc-CB72055DC19256A061373E686DCF3405#lc=ListOffers-Score4-2
CompuTrabajo,Mercado Local (Colombia - COP),COP,CB72055DC19256A061373E686DCF3405,Científico de datos / Data Scientist // Inglés B2+ o C1,BRM S.A.S,"4,3",Remoto,Semi-Senior (2-3 años),Universidad / Carrera Profesional,2.0,6500000.0,6.5,R,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-cientifico-de-datos-data-scientist-ingles-b2-o-c1-dominio-de-sql-r-y-python-en-bogota-dc-CB72055DC19256A061373E686DCF3405#lc=ListOffers-Score4-2
CompuTrabajo,Mercado Local (Colombia - COP),COP,CB72055DC19256A061373E686DCF3405,Científico de datos / Data Scientist // Inglés B2+ o C1,BRM S.A.S,"4,3",Remoto,Semi-Senior (2-3 años),Universidad / Carrera Profesional,2.0,6500000.0,6.5,SQL,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-cientifico-de-datos-data-scientist-ingles-b2-o-c1-dominio-de-sql-r-y-python-en-bogota-dc-CB72055DC19256A061373E686DCF3405#lc=ListOffers-Score4-2
CompuTrabajo,Mercado Local (Colombia - COP),COP,CB72055DC19256A061373E686DCF3405,Científico de datos / Data Scientist // Inglés B2+ o C1,BRM S.A.S,"4,3",Remoto,Semi-Senior (2-3 años),Universidad / Carrera Profesional,2.0,6500000.0,6.5,Power BI,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-cientifico-de-datos-data-scientist-ingles-b2-o-c1-dominio-de-sql-r-y-python-en-bogota-dc-CB72055DC19256A061373E686DCF3405#lc=ListOffers-Score4-2
CompuTrabajo,Mercado Local (Colombia - COP),COP,CB72055DC19256A061373E686DCF3405,Científico de datos / Data Scientist // Inglés B2+ o C1,BRM S.A.S,"4,3",Remoto,Semi-Senior (2-3 años),Universidad / Carrera Profesional,2.0,6500000.0,6.5,Excel Avanzado,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-cientifico-de-datos-data-scientist-ingles-b2-o-c1-dominio-de-sql-r-y-python-en-bogota-dc-CB72055DC19256A061373E686DCF3405#lc=ListOffers-Score4-2
CompuTrabajo,Mercado Local (Colombia - COP),COP,CB72055DC19256A061373E686DCF3405,Científico de datos / Data Scientist // Inglés B2+ o C1,BRM S.A.S,"4,3",Remoto,Semi-Senior (2-3 años),Universidad / Carrera Profesional,2.0,6500000.0,6.5,Google Cloud (GCP),https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-cientifico-de-datos-data-scientist-ingles-b2-o-c1-dominio-de-sql-r-y-python-en-bogota-dc-CB72055DC19256A061373E686DCF3405#lc=ListOffers-Score4-2
CompuTrabajo,Mercado Local (Colombia - COP),COP,CB72055DC19256A061373E686DCF3405,Científico de datos / Data Scientist // Inglés B2+ o C1,BRM S.A.S,"4,3",Remoto,Semi-Senior (2-3 años),Universidad / Carrera Profesional,2.0,6500000.0,6.5,Machine Learning General,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-cientifico-de-datos-data-scientist-ingles-b2-o-c1-dominio-de-sql-r-y-python-en-bogota-dc-CB72055DC19256A061373E686DCF3405#lc=ListOffers-Score4-2
CompuTrabajo,Mercado Local (Colombia - COP),COP,CB72055DC19256A061373E686DCF3405,Científico de datos / Data Scientist // Inglés B2+ o C1,BRM S.A.S,"4,3",Remoto,Semi-Senior (2-3 años),Universidad / Carrera Profesional,2.0,6500000.0,6.5,Deep Learning,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-cientifico-de-datos-data-scientist-ingles-b2-o-c1-dominio-de-sql-r-y-python-en-bogota-dc-CB72055DC19256A061373E686DCF3405#lc=ListOffers-Score4-2
CompuTrabajo,Mercado Local (Colombia - COP),COP,CB72055DC19256A061373E686DCF3405,Científico de datos / Data Scientist // Inglés B2+ o C1,BRM S.A.S,"4,3",Remoto,Semi-Senior (2-3 años),Universidad / Carrera Profesional,2.0,6500000.0,6.5,TensorFlow / Keras,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-cientifico-de-datos-data-scientist-ingles-b2-o-c1-dominio-de-sql-r-y-python-en-bogota-dc-CB72055DC19256A061373E686DCF3405#lc=ListOffers-Score4-2
CompuTrabajo,Mercado Local (Colombia - COP),COP,CB72055DC19256A061373E686DCF3405,Científico de datos / Data Scientist // Inglés B2+ o C1,BRM S.A.S,"4,3",Remoto,Semi-Senior (2-3 años),Universidad / Carrera Profesional,2.0,6500000.0,6.5,PyTorch,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-cientifico-de-datos-data-scientist-ingles-b2-o-c1-dominio-de-sql-r-y-python-en-bogota-dc-CB72055DC19256A061373E686DCF3405#lc=ListOffers-Score4-2
CompuTrabajo,Mercado Local (Colombia - COP),COP,CB72055DC19256A061373E686DCF3405,Científico de datos / Data Scientist // Inglés B2+ o C1,BRM S.A.S,"4,3",Remoto,Semi-Senior (2-3 años),Universidad / Carrera Profesional,2.0,6500000.0,6.5,Estadística / Modelamiento,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-cientifico-de-datos-data-scientist-ingles-b2-o-c1-dominio-de-sql-r-y-python-en-bogota-dc-CB72055DC19256A061373E686DCF3405#lc=ListOffers-Score4-2
CompuTrabajo,Mercado Local (Colombia - COP),COP,8F5F2E33B1F632A161373E686DCF3405,Científico de Datos Junior,NEXA BPO,"4,4",Presencial y remoto,Junior / Trainee (0-1 años),Universidad / Carrera Profesional,1.0,3250000.0,3.25,AWS,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-cientifico-de-datos-junior-en-bogota-dc-8F5F2E33B1F632A161373E686DCF3405#lc=ListOffers-Score4-3
CompuTrabajo,Mercado Local (Colombia - COP),COP,8F5F2E33B1F632A161373E686DCF3405,Científico de Datos Junior,NEXA BPO,"4,4",Presencial y remoto,Junior / Trainee (0-1 años),Universidad / Carrera Profesional,1.0,3250000.0,3.25,NLP / LLMs,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-cientifico-de-datos-junior-en-bogota-dc-8F5F2E33B1F632A161373E686DCF3405#lc=ListOffers-Score4-3
CompuTrabajo,Mercado Local (Colombia - COP),COP,8F5F2E33B1F632A161373E686DCF3405,Científico de Datos Junior,NEXA BPO,"4,4",Presencial y remoto,Junior / Trainee (0-1 años),Universidad / Carrera Profesional,1.0,3250000.0,3.25,Estadística / Modelamiento,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-cientifico-de-datos-junior-en-bogota-dc-8F5F2E33B1F632A161373E686DCF3405#lc=ListOffers-Score4-3
CompuTrabajo,Mercado Local (Colombia - COP),COP,936A18582B9CC24E61373E686DCF3405,Data Scientist,LIQUITTY COLOMBIA - CIBERGESTION COLOMBIA.,"4,3",No especificada,Junior / Trainee (0-1 años),Universidad / Carrera Profesional,1.0,4700000.0,4.7,Python,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-data-scientist-en-bogota-dc-936A18582B9CC24E61373E686DCF3405#lc=ListOffers-Score4-4
CompuTrabajo,Mercado Local (Colombia - COP),COP,936A18582B9CC24E61373E686DCF3405,Data Scientist,LIQUITTY COLOMBIA - CIBERGESTION COLOMBIA.,"4,3",No especificada,Junior / Trainee (0-1 años),Universidad / Carrera Profesional,1.0,4700000.0,4.7,SQL,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-data-scientist-en-bogota-dc-936A18582B9CC24E61373E686DCF3405#lc=ListOffers-Score4-4
CompuTrabajo,Mercado Local (Colombia - COP),COP,936A18582B9CC24E61373E686DCF3405,Data Scientist,LIQUITTY COLOMBIA - CIBERGESTION COLOMBIA.,"4,3",No especificada,Junior / Trainee (0-1 años),Universidad / Carrera Profesional,1.0,4700000.0,4.7,Excel Avanzado,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-data-scientist-en-bogota-dc-936A18582B9CC24E61373E686DCF3405#lc=ListOffers-Score4-4
CompuTrabajo,Mercado Local (Colombia - COP),COP,936A18582B9CC24E61373E686DCF3405,Data Scientist,LIQUITTY COLOMBIA - CIBERGESTION COLOMBIA.,"4,3",No especificada,Junior / Trainee (0-1 años),Universidad / Carrera Profesional,1.0,4700000.0,4.7,Machine Learning General,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-data-scientist-en-bogota-dc-936A18582B9CC24E61373E686DCF3405#lc=ListOffers-Score4-4
CompuTrabajo,Mercado Local (Colombia - COP),COP,936A18582B9CC24E61373E686DCF3405,Data Scientist,LIQUITTY COLOMBIA - CIBERGESTION COLOMBIA.,"4,3",No especificada,Junior / Trainee (0-1 años),Universidad / Carrera Profesional,1.0,4700000.0,4.7,Scikit-Learn,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-data-scientist-en-bogota-dc-936A18582B9CC24E61373E686DCF3405#lc=ListOffers-Score4-4
CompuTrabajo,Mercado Local (Colombia - COP),COP,936A18582B9CC24E61373E686DCF3405,Data Scientist,LIQUITTY COLOMBIA - CIBERGESTION COLOMBIA.,"4,3",No especificada,Junior / Trainee (0-1 años),Universidad / Carrera Profesional,1.0,4700000.0,4.7,Estadística / Modelamiento,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-data-scientist-en-bogota-dc-936A18582B9CC24E61373E686DCF3405#lc=ListOffers-Score4-4
CompuTrabajo,Mercado Local (Colombia - COP),COP,936A18582B9CC24E61373E686DCF3405,Data Scientist,LIQUITTY COLOMBIA - CIBERGESTION COLOMBIA.,"4,3",No especificada,Junior / Trainee (0-1 años),Universidad / Carrera Profesional,1.0,4700000.0,4.7,ETL / Pipelines de Datos,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-data-scientist-en-bogota-dc-936A18582B9CC24E61373E686DCF3405#lc=ListOffers-Score4-4
CompuTrabajo,Mercado Local (Colombia - COP),COP,936A18582B9CC24E61373E686DCF3405,Data Scientist,LIQUITTY COLOMBIA - CIBERGESTION COLOMBIA.,"4,3",No especificada,Junior / Trainee (0-1 años),Universidad / Carrera Profesional,1.0,4700000.0,4.7,Git / Control de Versiones,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-data-scientist-en-bogota-dc-936A18582B9CC24E61373E686DCF3405#lc=ListOffers-Score4-4
CompuTrabajo,Mercado Internacional (Remoto - USD),CAD,8DCF886B9003345161373E686DCF3405,Cientifico de Datos,Adecco Colombia S.A.,"4,6",No especificada,Semi-Senior (2-3 años),Universidad / Carrera Profesional,2.0,,,Python,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-cientifico-de-datos-bogota-en-bogota-dc-8DCF886B9003345161373E686DCF3405#lc=ListOffers-Score4-5
CompuTrabajo,Mercado Internacional (Remoto - USD),CAD,8DCF886B9003345161373E686DCF3405,Cientifico de Datos,Adecco Colombia S.A.,"4,6",No especificada,Semi-Senior (2-3 años),Universidad / Carrera Profesional,2.0,,,Power BI,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-cientifico-de-datos-bogota-en-bogota-dc-8DCF886B9003345161373E686DCF3405#lc=ListOffers-Score4-5
CompuTrabajo,Mercado Internacional (Remoto - USD),CAD,8DCF886B9003345161373E686DCF3405,Cientifico de Datos,Adecco Colombia S.A.,"4,6",No especificada,Semi-Senior (2-3 años),Universidad / Carrera Profesional,2.0,,,Excel Avanzado,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-cientifico-de-datos-bogota-en-bogota-dc-8DCF886B9003345161373E686DCF3405#lc=ListOffers-Score4-5
CompuTrabajo,Mercado Internacional (Remoto - USD),CAD,8DCF886B9003345161373E686DCF3405,Cientifico de Datos,Adecco Colombia S.A.,"4,6",No especificada,Semi-Senior (2-3 años),Universidad / Carrera Profesional,2.0,,,Machine Learning General,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-cientifico-de-datos-bogota-en-bogota-dc-8DCF886B9003345161373E686DCF3405#lc=ListOffers-Score4-5
CompuTrabajo,Mercado Internacional (Remoto - USD),CAD,8DCF886B9003345161373E686DCF3405,Cientifico de Datos,Adecco Colombia S.A.,"4,6",No especificada,Semi-Senior (2-3 años),Universidad / Carrera Profesional,2.0,,,Estadística / Modelamiento,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-cientifico-de-datos-bogota-en-bogota-dc-8DCF886B9003345161373E686DCF3405#lc=ListOffers-Score4-5
CompuTrabajo,Mercado Local (Colombia - COP),COP,CC32FBA2FBD8899C61373E686DCF3405,Científico de Datos,Confidencial / No especificada,"Bogotá, D.C., Bogotá, D.C.",Presencial y remoto,Junior / Trainee (0-1 años),Universidad / Carrera Profesional,1.0,3250600.0,3.2506,Power BI,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-cientifico-de-datos-conocimiento-en-aws-en-bogota-dc-CC32FBA2FBD8899C61373E686DCF3405#lc=ListOffers-Score4-6
CompuTrabajo,Mercado Local (Colombia - COP),COP,CC32FBA2FBD8899C61373E686DCF3405,Científico de Datos,Confidencial / No especificada,"Bogotá, D.C., Bogotá, D.C.",Presencial y remoto,Junior / Trainee (0-1 años),Universidad / Carrera Profesional,1.0,3250600.0,3.2506,AWS,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-cientifico-de-datos-conocimiento-en-aws-en-bogota-dc-CC32FBA2FBD8899C61373E686DCF3405#lc=ListOffers-Score4-6
CompuTrabajo,Mercado Local (Colombia - COP),COP,CC32FBA2FBD8899C61373E686DCF3405,Científico de Datos,Confidencial / No especificada,"Bogotá, D.C., Bogotá, D.C.",Presencial y remoto,Junior / Trainee (0-1 años),Universidad / Carrera Profesional,1.0,3250600.0,3.2506,NLP / LLMs,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-cientifico-de-datos-conocimiento-en-aws-en-bogota-dc-CC32FBA2FBD8899C61373E686DCF3405#lc=ListOffers-Score4-6
CompuTrabajo,Mercado Local (Colombia - COP),COP,CC32FBA2FBD8899C61373E686DCF3405,Científico de Datos,Confidencial / No especificada,"Bogotá, D.C., Bogotá, D.C.",Presencial y remoto,Junior / Trainee (0-1 años),Universidad / Carrera Profesional,1.0,3250600.0,3.2506,Estadística / Modelamiento,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-cientifico-de-datos-conocimiento-en-aws-en-bogota-dc-CC32FBA2FBD8899C61373E686DCF3405#lc=ListOffers-Score4-6
CompuTrabajo,Mercado Internacional (Remoto - USD),CAD,A07C908FD7DDE2D261373E686DCF3405,Científico de datos  Python y R,As Talento SAS,"Bogotá, D.C., Bogotá, D.C.",Remoto,Semi-Senior (2-3 años),Postgrado / Maestría,3.0,,,Python,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-cientifico-de-datos-python-y-r-python-y-r-en-bogota-dc-A07C908FD7DDE2D261373E686DCF3405#lc=ListOffers-Score4-7
CompuTrabajo,Mercado Internacional (Remoto - USD),CAD,A07C908FD7DDE2D261373E686DCF3405,Científico de datos  Python y R,As Talento SAS,"Bogotá, D.C., Bogotá, D.C.",Remoto,Semi-Senior (2-3 años),Postgrado / Maestría,3.0,,,R,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-cientifico-de-datos-python-y-r-python-y-r-en-bogota-dc-A07C908FD7DDE2D261373E686DCF3405#lc=ListOffers-Score4-7
CompuTrabajo,Mercado Internacional (Remoto - USD),CAD,A07C908FD7DDE2D261373E686DCF3405,Científico de datos  Python y R,As Talento SAS,"Bogotá, D.C., Bogotá, D.C.",Remoto,Semi-Senior (2-3 años),Postgrado / Maestría,3.0,,,AWS,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-cientifico-de-datos-python-y-r-python-y-r-en-bogota-dc-A07C908FD7DDE2D261373E686DCF3405#lc=ListOffers-Score4-7
CompuTrabajo,Mercado Internacional (Remoto - USD),CAD,A07C908FD7DDE2D261373E686DCF3405,Científico de datos  Python y R,As Talento SAS,"Bogotá, D.C., Bogotá, D.C.",Remoto,Semi-Senior (2-3 años),Postgrado / Maestría,3.0,,,Machine Learning General,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-cientifico-de-datos-python-y-r-python-y-r-en-bogota-dc-A07C908FD7DDE2D261373E686DCF3405#lc=ListOffers-Score4-7
CompuTrabajo,Mercado Internacional (Remoto - USD),CAD,A07C908FD7DDE2D261373E686DCF3405,Científico de datos  Python y R,As Talento SAS,"Bogotá, D.C., Bogotá, D.C.",Remoto,Semi-Senior (2-3 años),Postgrado / Maestría,3.0,,,Scikit-Learn,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-cientifico-de-datos-python-y-r-python-y-r-en-bogota-dc-A07C908FD7DDE2D261373E686DCF3405#lc=ListOffers-Score4-7
CompuTrabajo,Mercado Internacional (Remoto - USD),CAD,A07C908FD7DDE2D261373E686DCF3405,Científico de datos  Python y R,As Talento SAS,"Bogotá, D.C., Bogotá, D.C.",Remoto,Semi-Senior (2-3 años),Postgrado / Maestría,3.0,,,Estadística / Modelamiento,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-cientifico-de-datos-python-y-r-python-y-r-en-bogota-dc-A07C908FD7DDE2D261373E686DCF3405#lc=ListOffers-Score4-7
