Portal,Rol_Buscado,Codigo,Nombre Oferta,Empresa,Ubicacion,Salario,Modalidad,Fecha Publicacion,Descripcion,Requisitos,URL,Nivel_Educacion,Anios_Experiencia,Conocimientos_Explicitos,Idiomas,Habilidades_Tecnicas,Total_Habilidades_Detectadas,Moneda_Original,Tipo_Mercado,Salario_COP,Salario_Millones,Seniority,Nivel_Educativo_Ordinal,Skill_Python,Skill_R,Skill_SQL,Skill_Scala,Skill_Java / C++,Skill_Power BI,Skill_Tableau,Skill_Excel Avanzado,Skill_Looker,Skill_Qlik,Skill_Spark / PySpark,Skill_Databricks,Skill_Hadoop / Hive,Skill_Kafka,Skill_AWS,Skill_Azure,Skill_Google Cloud (GCP),Skill_Machine Learning General,Skill_Deep Learning,Skill_NLP / LLMs,Skill_Computer Vision,Skill_Scikit-Learn,Skill_TensorFlow / Keras,Skill_PyTorch,Skill_Estadística / Modelamiento,Skill_ETL / Pipelines de Datos,Skill_Airflow,Skill_Docker / Kubernetes,Skill_Git / Control de Versiones,Skill_Bases de Datos NoSQL,Skill_MLOps
ElEmpleo,cientifico-de-datos,1886762478,Coordinador de bi y gobierno de datos,Empresa confidencial,Bogotá alrededores,Salario confidencial,Hibrido,Hace 1 semana,"Reconocida empresa busca un Coordinador de BI y Gobierno de Datos para fortalecer sus capacidades estratégicas en Bogotá.Requisitos:-Profesional en Ingeniería de Sistemas, Ingeniería Informática, Ingeniería de Datos o carreras afines. Deseable especialización o maestría en Business Intelligence, Analítica de Datos, Ciencia de Datos, Arquitectura de Datos o áreas relacionadas.-Mínimo 5 años de experiencia en Business Intelligence, arquitectura, ingeniería o gestión de datos, con al menos 2 años liderando equipos técnicos o proyectos relacionados con datos, bases de datos, integraciones o analítica. Experiencia demostrable en diseño o implementación de Data Warehouse e integración de múltiples fuentes de información. Deseable experiencia coordinando perfiles especializados como DBA, ingenieros de datos o profesionales de integración.Principales responsabilidades-Liderar y coordinar el equipo de Business Intelligence y Gestión de Datos, integrado por Gestores BI, Analistas Senior de Gestión de Datos, Administrador de Bases de Datos (DBA) y profesionales de Integraciones e Interoperabilidad.-Definir prioridades, asignar capacidades y realizar seguimiento técnico y operativo a proyectos, servicios e iniciativas de datos.-Liderar el diseño, construcción, implementación y evolución de la Bodega Corporativa de Datos (Data Warehouse).-Definir estándares de arquitectura, modelamiento, integración, almacenamiento y explotación de información.-Implementar y fortalecer el modelo de Gobierno de Datos, promoviendo la definición de propietarios, custodios, fuentes oficiales, diccionarios de datos, reglas de calidad, trazabilidad y linaje.-Liderar la gestión de bases de datos en conjunto con el DBA, garantizando disponibilidad, rendimiento, seguridad, respaldo, recuperación y capacidad.-Definir lineamientos para la integración e interoperabilidad de información entre aplicaciones internas, proveedores y entidades externas.-Asegurar que las integraciones sean seguras, documentadas, trazables, reutilizables y alineadas con la arquitectura tecnológica corporativa.Ofrecemos-Contrato a termino indefinido-Horario Hibrido de 42 horas a la semana-Salario competitivo-La oportunidad de crecer profesionalmente en un sector que impacta vidas.Esperamos tu postulación para liderar este reto con nosotros.","1886762478 | 1886762478 | Salud | Coordinador supervisor o especialista | Indefinido | MoreOneYear | Ingeniería de sistemas  Computación | Profesión | Universitaria | Nivel educativo | 1
                    Vacante | Número de vacantes | BI | Datos | Lider de datos",https://www.elempleo.com/co/ofertas-trabajo/coordinador-de-bi-y-gobierno-de-datos-1886762478,No especificado,,,No especificado,Estadística / Modelamiento,1,COP,Mercado Local (Colombia - COP),,,No especificado,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ElEmpleo,cientifico-de-datos,1886752058,Especialista iam / pam & protección de datos,PRAXIS I.T COLOMBIA LTDA,Bogotá,Salario confidencial,,Hace 1 mes,"Nos encontramos en la búsqueda de un(a) Especialista IAM / PAM & Protección de Datos para unirse a nuestro equipo bajo modalidad 100% remota en Colombia.OBJETIVO DEL CARGO:Diseñar, administrar y fortalecer soluciones de gestión de identidades, accesos privilegiados y seguridad de la información, garantizando la protección de cuentas críticas y datos corporativos.RESPONSABILIDADES PRINCIPALES:• Diseñar, implementar y administrar soluciones de gestión de identidades y accesos (IAM).• Integrar soluciones de autenticación multifactor (MFA).• Gestionar cuentas y accesos privilegiados (PAM) en entornos críticos y consolas de ingeniería OT.• Implementar estrategias de clasificación y protección de datos.• Apoyar la implementación y gestión de soluciones DLP e IRM.• Evaluar y fortalecer los controles de acceso y protección de información.REQUISITOS DEL PERFIL:• Experiencia: 5 a 8+ años en gestión de identidades, accesos privilegiados y seguridad de datos.• Herramientas e Identidad: Manejo comprobable de soluciones IAM, PAM y MFA.• Cuentas Críticas: Conocimiento en gestión de accesos privilegiados en entornos críticos e industriales (OT).• Protección de Datos: Experiencia en clasificación de información, soluciones DLP e IRM.• Certificaciones deseables: CIMP, CDPSE, o certificaciones oficiales en CyberArk, SailPoint o Ping Identity.CONDICIONES LABORALES:• Ubicación: Remoto (Colombia).• Tipo de Contrato: Obra o Labor 70/30 (70% prestacional + 30% bono anexo)• Salario: A convenir.","1886752058 | 1886752058 | Tecnología | Coordinador supervisor o especialista | Por obra o labor | MoreOneYear | Ingeniería de sistemas  Computación / | Otras | Profesión | Universitaria | Nivel educativo | 1
                    Vacante | Número de vacantes | IAM | CyberArk | SailPoint | Ping Identity | Gestión de Identidades | Protección de Datos | MFA",https://www.elempleo.com/co/ofertas-trabajo/especialista-iam-pam-proteccion-de-datos-1886752058,No especificado,,,No especificado,,0,COP,Mercado Local (Colombia - COP),,,No especificado,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ElEmpleo,cientifico-de-datos,1886760701,Especialista bi,ALIANZA ,Bogotá,$6 a $8 millones,,Hace 1 semana,"Somos una Compañía del sector financiero orientada a la sostenibilidad. Nuestros equipos son estructurados y liderados para contribuir en el marco de una cultura de alto desempeño, es por esta razón que buscamos una persona amable y empática, comprometida con servir con excelencia y transparencia al propósito organizacional, también valiente y apasionada para empoderarse frente a los retos, con la capacidad de encontrar ágilmente soluciones innovadoras asegurando el crecimiento sostenible del negocio. Buscamos una persona que autogestiona su crecimiento y relaciones pensando en el largo plazo, superando la dificultad para hacer que las cosas pasen.Bajo el cargo de Especialista BI que responderá al DIRECTOR DE ANALITICA BI serás encargado de:Diseño y Desarrollo de soluciones de analítica y automatizaciónArquitectura y modelado de datosLiderazgo técnico de iniciativas analíticasDesarrollo de herramientas de autogestión de informaciónParticipación en iniciativas estratégicas de analítica e innovaciónRequisitosProfesional graduado en Estadística Aplicada / Ingeniería Industrial / Ingeniero de Sistemas / Matemática con Énfasis En Minería de DatosCinco (5) años de experiencia en Análisis de datos • Arquitectura de datos • Procesamiento de datos • Modelado de datos • Automatización de procesos • Analítica avanzada • Visualización de datos • Programación aplicada a datosNuestra Oferta:Ser parte de una organización con potencial de crecimiento y posicionamiento en el mercado.Cuidamos de ti: Póliza de vida.Celebramos contigo: Día de cumpleaños.Te acompañamos: Tarjeta de alimentaciónSalario: $7.000.000 a $7.500.000 de acuerdo a experienciaHorario: lunes a viernes. Modalidad 100% RemotoContrato directo a término indefinido.Alianza es un gran lugar para crecer.Anímate a ser parte y contribuir desde tu alto desempeño.¡Queremos conocerte!","1886760701 | 1886760701 | Financiero | Profesional | Indefinido | MoreOneYear | Ingeniería de sistemas  Computación / | Otras | Profesión | Universitaria | Nivel educativo | 1
                    Vacante | Número de vacantes | Analitica de datos | Visualizacion de datos | Especialista BI | Power BI | Modelado de datos",https://www.elempleo.com/co/ofertas-trabajo/especialista-bi-1886760701,No especificado,,,No especificado,"Power BI, Estadística / Modelamiento",2,COP,Mercado Local (Colombia - COP),7000000.0,7.0,No especificado,2.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ElEmpleo,cientifico-de-datos,1886756187,Especialista bi,ALIANZA ,Bogotá,$6 a $8 millones,,Hace 3 semanas,"Somos una Compañía del sector financiero orientada a la sostenibilidad. Nuestros equipos son estructurados y liderados para contribuir en el marco de una cultura de alto desempeño, es por esta razón que buscamos una persona amable y empática, comprometida con servir con excelencia y transparencia al propósito organizacional, también valiente y apasionada para empoderarse frente a los retos, con la capacidad de encontrar ágilmente soluciones innovadoras asegurando el crecimiento sostenible del negocio. Buscamos una persona que autogestiona su crecimiento y relaciones pensando en el largo plazo, superando la dificultad para hacer que las cosas pasen.Bajo el cargo de Especialista BI que responderá al DIRECTOR DE ANALITICA BI serás encargado de:Diseño y Desarrollo de soluciones de analítica y automatizaciónArquitectura y modelado de datosLiderazgo técnico de iniciativas analíticasDesarrollo de herramientas de autogestión de informaciónParticipación en iniciativas estratégicas de analítica e innovaciónRequisitosProfesional graduado en Estadística Aplicada / Ingeniería Industrial / Ingeniero de Sistemas / Matemática con Énfasis En Minería de DatosCinco (5) años de experiencia en Análisis de datos • Arquitectura de datos • Procesamiento de datos • Modelado de datos • Automatización de procesos • Analítica avanzada • Visualización de datos • Programación aplicada a datosNuestra Oferta:Ser parte de una organización con potencial de crecimiento y posicionamiento en el mercado.Cuidamos de ti: Póliza de vida.Celebramos contigo: Día de cumpleaños.Te acompañamos: Tarjeta de alimentaciónSalario: $7.000.000 a $7.500.000 de acuerdo a experienciaHorario: lunes a viernes. Modalidad 100% RemotoContrato directo a término indefinido.Alianza es un gran lugar para crecer.Anímate a ser parte y contribuir desde tu alto desempeño.¡Queremos conocerte!","1886756187 | 1886756187 | Financiero | Profesional | Indefinido | MoreOneYear | Ingeniería de sistemas  Computación / | Otras | Profesión | Universitaria | Nivel educativo | 1
                    Vacante | Número de vacantes | Analitica de datos | Visualizacion de datos | Especialista BI | Power BI | Modelado de datos",https://www.elempleo.com/co/ofertas-trabajo/especialista-bi-1886756187,No especificado,,,No especificado,"Power BI, Estadística / Modelamiento",2,COP,Mercado Local (Colombia - COP),7000000.0,7.0,No especificado,2.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ElEmpleo,cientifico-de-datos,1886758433,Director(a) de posgrados en analítica estratégica de datos e inteligencia artificial,ADECCO COLOMBIA S A,Bogotá,$8 a $10 millones,,Hace 2 semanas,"Importante Institución de Educación Superior se encuentra en la búsqueda de un(a) Director(a) de Posgrados en Analítica Estratégica de Datos e Inteligencia Artificial para liderar programas académicos de alto impacto, asegurando su crecimiento, posicionamiento y excelencia académica.Buscamos un profesional con sólida trayectoria en educación superior, gestión académica, docencia e investigación, capaz de impulsar iniciativas innovadoras que fortalezcan la relación entre academia, tecnología y sector productivo.Funciones principales- Dirigir y gestionar integralmente los programas de posgrado en Analítica Estratégica de Datos e Inteligencia Artificial.- Garantizar el cumplimiento de los objetivos académicos, administrativos y estratégicos de los programas.- Liderar procesos de aseguramiento de la calidad y acreditación académica.- Gestionar indicadores de permanencia, graduación y satisfacción estudiantil.- Promover la articulación entre docencia, investigación, innovación y proyección social.- Diseñar y ejecutar planes estratégicos, operativos y presupuestales.- Fortalecer alianzas con organizaciones, empresas y centros de investigación nacionales e internacionales.- Liderar estrategias de atracción, retención y fidelización de estudiantes.- Impulsar la incorporación de tendencias en analítica de datos, inteligencia artificial y transformación digital.- Liderar equipos académicos y administrativos.- Participar como docente dentro de los programas académicos.Requisitos* Formación académica- Profesional en Ingeniería de Sistemas, Ingeniería de Software, Ciencia de Datos, Matemáticas, Estadística, Ciencia de la Computación o áreas afines.- Maestría culminada en Analítica de Datos, Ciencia de Datos, Inteligencia Artificial, Big Data, Sistemas de Información, Transformación Digital o áreas relacionadas.- Doctorado deseable.* Experiencia- Docencia universitaria en programas de pregrado y/o posgrado.- Gestión académica en instituciones de educación superior.- Diseño curricular, aseguramiento de la calidad y procesos de registro calificado o acreditación.- Liderazgo de equipos académicos y administrativos.- Participación en proyectos de investigación, innovación o transferencia de conocimiento.* Conocimientos- Analítica de datos.- Inteligencia artificial.- Ciencia de datos y Machine Learning.- Transformación digital.- Planeación estratégica y gestión de proyectos.- Investigación aplicada y producción científica.- Indicadores académicos y de gestión.Condiciones- Salario: $8.000.000 a $8.800.000- Contrato: Término indefinido- Modalidad: Presencial- Ciudad: Bogotá D.C.Perfil buscadoProfesional con visión estratégica, orientación a resultados, liderazgo, capacidad de relacionamiento institucional y experiencia en educación superior, comprometido con la excelencia académica, la innovación y el desarrollo de programas de posgrado de alto impacto.","1886758433 | 1886758433 | Educativo | Gerente | Indefinido | MoreOneYear | Ingeniería de sistemas  Computación / | Otras | Profesión | Maestría | Nivel educativo | 1
                    Vacante | Número de vacantes | Director de posgrado | Inteligencia artificial | Analítica de datos | Docencia universitaria | Proyectos de investigación | Planeación estratégica | Liderazgo académico | Diseño curricular",https://www.elempleo.com/co/ofertas-trabajo/directora-de-posgrados-en-analitica-estrategica-de-datos-e-inteligencia-artificial-1886758433,No especificado,,,No especificado,"Machine Learning General, Estadística / Modelamiento",2,COP,Mercado Local (Colombia - COP),9000000.0,9.0,No especificado,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
ElEmpleo,cientifico-de-datos,1886742163,Profesional de analítica de datos (people analytics) - talento humano,AMARILO S.A.,Bogotá,Salario confidencial,Hibrido,Hace 1 mes,"¡Estamos felices porque nuestro equipo sigue creciendo! ??Trabaja con nosotros para que juntos transformemos entornos, empoderemos comunidades y cumplamos sueños.¿Cuál será tu misión?Diseñar y gestionar modelos de analítica de datos aplicados a los procesos de talento humano, así como analizar y transformar datos en información relevante en la toma de decisiones, de acuerdo con los lineamientos del área, para generar información estratégica que soporte la toma de decisiones, la anticipación de riesgos y el fortalecimiento de la gestión del talento.Responsabilidades:Diseñar desarrollar y mantener modelos de analítica de datos para procesos de talento humano (People Analytics).Crear y gestionar tableros de control (dashboards) y reportes interactivos utilizando Power BI y/o Tableau.Extraer transformar y analizar datos de diversas fuentes utilizando SQL Python y/o R.Aplicar modelos estadísticos y técnicas de análisis predictivo para identificar tendencias anticipar riesgos y oportunidades en la gestión del talento.Colaborar estrechamente con líderes de Talento Humano y otras áreas estratégicas para comprender sus necesidades y entregar insights accionables.Asegurar la calidad y la integridad de los datos utilizados en los análisis.Presentar hallazgos conclusiones y recomendaciones de manera clara y concisa a audiencias diversas incluyendo la alta dirección.Experimentar con nuevas metodologías y herramientas de análisis para mejorar la efectividad de las iniciativas de People Analytics.¿Qué queremos ver en ti?Profesional titulado y deseable con especialización o diplomado en Analítica de Datos / BI / People Analytics / Big Data.Experiencia comprobada en el análisis de datos aplicados a gestión de talento humano.Dominio avanzado de Excel Power BI y/o Tableau.Conocimiento sólido en SQL para extracción y manipulación de datos.Experiencia con lenguajes de programación como Python o R para análisis estadístico y predictivo.Capacidad para diseñar y mantener modelos estadísticos y de análisis predictivo.Habilidad para gestionar bases de datos y asegurar la calidad de la información.Excelentes habilidades de comunicación para presentar hallazgos y recomendaciones a stakeholders.Capacidad para trabajar de forma autónoma y en equipo gestionando múltiples proyectos simultáneamente.Proactividad para proponer nuevas metodologías y herramientas de análisis.Habilidades técnicas:Excel avanzadoPower BITableauSQLPythonModelos estadísticosAnálisis predictivoGestión bases de datos","1886742163 | 1886742163 | Construcción | Profesional | Indefinido | MoreOneYear | Ingeniería industrial / | Otras | Profesión | Universitaria | Nivel educativo | 1
                    Vacante | Número de vacantes | Tableau | Power BI | tableros de control | análisis predictivo | talento humano | People Analytics",https://www.elempleo.com/co/ofertas-trabajo/profesional-de-analitica-de-datos-people-analytics-talento-humano-1886742163,No especificado,,,No especificado,"Python, R, SQL, Power BI, Tableau, Excel Avanzado, Estadística / Modelamiento",7,COP,Mercado Local (Colombia - COP),,,No especificado,2.5,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ElEmpleo,cientifico-de-datos,1886760033,Desarrallador bases de datos senior sql server 2019,TALYCAP GLOBAL SAS,Bogotá,Salario confidencial,Hibrido,Hace 1 semana,"Estamos en búsqueda de Desarrolladores de Bases de Datos Senior con experiencia en SQL Server 2019, apasionado por el diseño, optimización y gestión de datos, para unirse a un proyecto desafiante en Bogotá.Requisitos del perfil:Técnico, Tecnólogo o Profesional en Ingeniería de Sistemas o carreras afines.Experiencia en desarrollo de Bases de datos Microsoft SQL Server 2019. Experiencia en modelado y creación de bases de datos.Amplio dominio de lenguaje de consulta estructuradoDominio de SQL, incluyendo sentencias DDL, DML y DCL, así como manejo de cláusulas, operadores y funciones.Experiencia en procedimientos almacenados, consultas SQL, implementar un backup y restore de la bd en SQL, manejo de herramientas de SQL para consumir ApisExperiencia en creación y gestión de ETL’s.Conocimiento en Microsoft Access.Experiencia en optimización y tuning de consultas para mejorar el rendimiento.Experiencia en Azure DevOps para la gestión y despliegue de procesos.Competencias personales:Capacidad analítica y orientación a resultados.Proactividad y autonomía en la resolución de problemas.Adaptabilidad y disposición para trabajar en equipo.Condiciones:Contrato inicial por 4 meses, con posibilidad de pasar a largo plazo según desempeño.Modalidad híbrida en Bogotá. 4 día desde casa y 1 día en oficinas ubicadas en  Carrera 13Salario a convenir según experiencia y perfil.Si cuentas con experiencia en desarrollo de bases de datos y quieres participar en proyectos de alto impacto, esta oportunidad es para ti.","1886760033 | 1886760033 | Estatal y relacionados | Profesional | Por obra o labor | MoreOneYear | Ingeniería de sistemas  Computación / | Otras | Profesión | Técnico Laboral | Nivel educativo | 1
                    Vacante | Número de vacantes | SQL Server | desarrollo bases de datos | DML | DDL | DCL | ETL | Microsoft SQL Server 2019 | Programador SQL Server | tuning | Azure DevOps",https://www.elempleo.com/co/ofertas-trabajo/desarrallador-bases-de-datos-senior-sql-server-2019-1886760033,No especificado,,,No especificado,"SQL, Azure, ETL / Pipelines de Datos",3,COP,Mercado Local (Colombia - COP),,,No especificado,2.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ElEmpleo,cientifico-de-datos,1886747293,Líder de bases de datos,Empresa confidencial,Bogotá,$6 a $8 millones,,Hace 1 mes,"Compañía del sector salud se encuentra en búsqueda de profesionales en Ingeniería de Sistemas, Ingeniería Electrónica o carreras afines, con especialización en Analítica de Datos, que cuenten con experiencia liderando procesos de gestión de bases de datos y articulación con equipos estratégicos de tecnología y gestión de datos para desempeñarse como Líder de Bases de DatosRequisitos indispensables:•	Experiencia mínima de 3 años liderando procesos de bases de datos.•	Experiencia en creación de scripts en bases de datos, especialmente SQL Server.•	Conocimiento avanzado en SQL y Transact-SQL.•	Implementación y mantenimiento de bodegas de datos•	Manejo de proyectos mediante metodologías agiles (Scrum)•	Creación de reportes en línea mediante Reporting Services.•	Experiencia en estructuración, integración, migración y optimización de datos.•	Capacidad para liderar equipos técnicos y gestionar actividades asociadas a bases de datos.•	Habilidad para monitorear el rendimiento de procesos, identificar oportunidades de mejora y gestionar incidentes.Requisito indispensable: Residir en Bogotá y/o alrededores.Lo que ofrecemos:Modalidad híbridaContrato: Con todas las prestaciones de ley.Horario laboral: Lunes a viernes, tiempo completo.Salario promedio: A convenir¿Cumples con el perfil y estás listo/a para asumir un nuevo reto?¡Postúlate ahora y haz parte de una organización que apuesta por la excelencia, la innovación tecnológica y el uso estratégico de la información en salud!","1886747293 | 1886747293 | Otros | Profesional Senior | Definido | MoreOneYear | Especialización en Gestión de Ba... | Profesión | Especialización | Nivel educativo | 1
                    Vacante | Número de vacantes | base de datos",https://www.elempleo.com/co/ofertas-trabajo/lider-de-bases-de-datos-1886747293,No especificado,,,No especificado,SQL,1,COP,Mercado Local (Colombia - COP),7000000.0,7.0,No especificado,2.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ElEmpleo,cientifico-de-datos,1886757793,Ingeniero de datos - experiencia en sector seguros o financiero,Empresa confidencial,Bogotá,$6 a $8 millones,Hibrido,Hace 2 semanas,"?? Ingeniero(a) de Datos – Proyecto Administrador de PensionesModalidad: HíbridaJornada: Lunes a viernes – 42 horas semanalesExperiencia: 2 a 5 añosProfesión: Ingeniería de SistemasTipo de contrato: Obra o labor – inicialmente 2 meses, con posibilidad de prórrogaSalario: $7.700.000 mensuales?? ¡Únete a un proyecto estratégico de transformación de datos!Buscamos un(a) Ingeniero(a) de Datos con experiencia en diseño, integración y transformación de información, que quiera asumir un reto clave dentro del proyecto de Administrador de Pensiones.Tu misión será contribuir al diseño y evolución del ecosistema de datos, asegurando la calidad, confiabilidad, seguridad y disponibilidad de la información, así como su correcta alineación con las necesidades del negocio.En esta etapa tendrás un papel fundamental en la definición de la estrategia y el plan de migración de datos desde el administrador actual hacia CROMASOFT, participando en procesos de calidad, depuración, parametrización y pruebas.??? ¿Cuál será tu reto?Serás responsable de apoyar la fase de diseño del proyecto, contribuyendo a:Diseñar y documentar el Data Mapping.Construir y mantener el modelo de datos.Diseñar y desarrollar pipelines de ingesta.Implementar procesos de transformación y procesamiento de datos.Integrar información proveniente de múltiples fuentes.Realizar procesos de calidad y depuración de datos.Apoyar la parametrización y ejecución de pruebas de datos.Participar en la definición de la estrategia y plan de migración de datos.Documentar procesos, estructuras y reglas de negocio.Garantizar buenas prácticas de seguridad, confiabilidad y control sobre la información.?? Entregables principalesComo resultado de tu gestión, participarás en la construcción de:Data MappingModelo de DatosPipeline de IngestaTransformacionesDiccionario de DatosScripts de ImplementaciónManual Operativo?? ¿Qué buscamos?Una persona con pensamiento analítico, orientación al detalle y capacidad para trabajar con diferentes fuentes de información y necesidades del negocio.Conocimientos y experienciaEXPERIENCIA DE PREFERENCIA EN SECTOR SEGUROS O EN SECTOR FINANCIERO?CompetenciaNivel requeridoBases de datos y modeladoIntermedio – 2 a 5 añosDesarrollo de procesos ETLIntermedio – 2 a 5 añosIntegración de múltiples fuentes de informaciónIntermedio – 2 a 5 añosManejo de archivos, APIs y servicios webIntermedio – 2 a 5 añosSQLImprescindible – 2 a 5 añosPython para transformación y automatizaciónIntermedio – 2 a 5 añosControl de versiones con GitIntermedio – 2 a 5 años?? Lo que encontrarás en este retoTendrás la oportunidad de participar en un proyecto estratégico relacionado con la transformación y migración de un ecosistema de información para la administración de pensiones, aportando directamente desde la ingeniería de datos a una iniciativa de alto impacto para el negocio.Si te apasionan los datos, la automatización, la integración de información y los proyectos de transformación tecnológica, ¡queremos conocerte!?? PostúlateCargo: Ingeniero(a) de DatosSalario: $7.700.000Contrato: Obra o labor, inicialmente por 2 meses, con posibilidad de prórrogaModalidad: HíbridaJornada: Lunes a viernes – 42 horas semanalesUbicación: Bogotá¡Haz parte de este reto y lleva tu experiencia en datos al siguiente nivel! ??","1886757793 | 1886757793 | Financiero | Profesional Senior | Por obra o labor | MoreOneYear | Ingeniería de sistemas  Computación | Profesión | Universitaria | Nivel educativo | 1
                    Vacante | Número de vacantes | MODELADO | BASES DE DATOS | ETLs | APIS | SERVICIOS WEB | PYTHON | GIT | SQL",https://www.elempleo.com/co/ofertas-trabajo/ingeniero-de-datos-experiencia-en-sector-seguros-o-financiero-1886757793,No especificado,,,No especificado,"Python, SQL, ETL / Pipelines de Datos, Git / Control de Versiones",4,COP,Mercado Local (Colombia - COP),7000000.0,7.0,No especificado,2.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
ElEmpleo,cientifico-de-datos,1886751929,Experto en arquitectura de datos e integración con certificación vigente togaf 9.2 o superior,Todosistemas S.T.I.,Bogotá,Salario confidencial,Hibrido,Hace 1 mes,"Experto en Arquitectura de Datos, Información e IntegraciónImportante empresa del sector tecnológico se encuentra en la búsqueda de un Experto en Arquitectura de Datos, Información e Integración, quien será responsable de diseñar, implementar y fortalecer la arquitectura de datos e integración de la organización, garantizando la interoperabilidad entre plataformas, la calidad de la información y el soporte a la toma de decisiones mediante soluciones analíticas y de arquitectura empresarial.Formación académicaProfesional en Ingeniería de Sistemas, Ingeniería Electrónica, Ingeniería Industrial, Ingeniería de Computación o carreras afines.Indispensable contar con:Certificación vigente TOGAF 9.2 o superior.ExperienciaMínimo 6 años de experiencia profesional.Mínimo 4 años de experiencia desempeñándose en alguno de los siguientes roles:Arquitecto de Datos.Arquitecto de Información.Especialista en Integración o Interoperabilidad.Experto en Analítica.Experiencia en el diseño e implementación de arquitecturas de datos e información.Experiencia en integración de aplicaciones, servicios y plataformas empresariales.Participación en proyectos de arquitectura empresarial, interoperabilidad y transformación digital.Experiencia en modelamiento, gobierno y gestión de datos.","1886751929 | 1886751929 | Tecnología | Profesional Senior | Otro | MoreOneYear | Ingeniería de sistemas  Computación / | Otras | Profesión | Especialización | Nivel educativo | 1
                    Vacante | Número de vacantes | Pensamiento analítico. Pensamiento estratégico. Orientación al detalle. Capacidad para resolver problemas complejos. Comunicación efectiva. Planeación y organización. Trabajo en equipo. Liderazgo té",https://www.elempleo.com/co/ofertas-trabajo/experto-en-arquitectura-de-datos-e-integracion-con-certificacion-vigente-togaf-92-o-superior-1886751929,No especificado,,,No especificado,Estadística / Modelamiento,1,COP,Mercado Local (Colombia - COP),,,No especificado,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ElEmpleo,cientifico-de-datos,1886763825,Arquitecto de datos en sap senior,TALYCAP GLOBAL SAS,Bogotá,Salario confidencial,,Hace 4 días,"¡BUSCAMOS ARQUITECTO DE DATOS EN SAP – SENIOR!¿Tienes amplia experiencia en estrategias de migración de datos dentro de entornos SAP y buscas un nuevo reto profesional?Objetivo del rol:Liderar la definición y ejecución de estrategias de migración de datos en proyectos SAP, asegurando la calidad, consistencia y correcta transición hacia plataformas S/4HANA.Requisitos del perfilFormación académica: Profesional en ingeniería de sistemas, informática, telecomunicaciones o afines.Experiencia: Más de 6 años participando en proyectos de implementación SAP, con enfoque en migración de datos.Conocimientos indispensables:Conocimiento en estrategias de migración de datosExperiencia en al menos 2 proyectos con S/4HANAConocimientos en módulos básicos de SAP (no requiere certificación)Disponibilidad para presencialidad en Bogotá (deseable)Competencias personalesCapacidad analíticaOrganización y gestión de prioridadesTrabajo colaborativoComunicación asertivaOrientación a resultadosResponsabilidades principalesDefinir la estrategia de migración de datos para proyectos SAPCoordinar actividades de extracción, transformación y cargaAsegurar calidad y consistencia de la información migradaInteractuar con equipos funcionales y técnicos para validar requerimientosSoportar fases de pruebas relacionadas con la migraciónCondiciones laboralesUbicación: Bogotá presencialTipo de contrato: NominaHorario: lunes a viernesSalario: A convenirBeneficios para tu bienestar y estilo de vidaTALYCAP GLOBAL – Conectamos el mejor talento IT con proyectos de alto impacto.","1886763825 | 1886763825 | Tecnología | Profesional Senior | Por obra o labor | MoreOneYear | Ingeniería de sistemas  Computación | Profesión | Universitaria | Nivel educativo | 1
                    Vacante | Número de vacantes | Arquitecto de datos | SAP | S/4HANA",https://www.elempleo.com/co/ofertas-trabajo/arquitecto-de-datos-en-sap-senior-1886763825,No especificado,,,No especificado,,0,COP,Mercado Local (Colombia - COP),,,No especificado,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
